dayofweek,hour,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count
4,23,4,0,1,1,10.66,12.88,52,15.0013,58
5,0,4,0,1,1,10.66,12.88,48,11.0014,30
5,1,4,0,1,1,10.66,11.365,44,22.0028,10
5,2,4,0,1,1,9.84,11.365,44,15.0013,10
5,3,4,0,1,1,9.84,10.605,41,19.0012,2
5,4,4,0,1,1,9.02,11.365,44,11.0014,5
5,5,4,0,1,1,9.02,11.365,44,8.9981,22
5,6,4,0,1,1,9.02,12.88,44,6.0032,71
5,7,4,0,1,1,9.02,11.365,44,11.0014,216
5,8,4,0,1,1,9.02,11.365,44,12.998,375
5,9,4,0,1,1,10.66,12.88,41,12.998,213
5,10,4,0,1,1,10.66,12.12,41,19.0012,115
5,11,4,0,1,1,12.3,15.15,36,8.9981,140
5,12,4,0,1,1,13.12,16.665,33,0,165
5,13,4,0,1,1,13.94,15.91,31,15.0013,177
5,14,4,0,1,1,13.94,16.665,31,8.9981,154
5,15,4,0,1,1,13.94,16.665,29,8.9981,178
5,16,4,0,1,1,13.94,16.665,29,8.9981,209
5,17,4,0,1,1,13.12,16.665,31,8.9981,378
5,18,4,0,1,1,12.3,15.15,36,11.0014,328
5,19,4,0,1,1,11.48,13.635,41,11.0014,190
5,20,4,0,1,1,11.48,13.635,48,12.998,137
5,21,4,0,1,1,11.48,13.635,48,11.0014,111
5,22,4,0,1,1,10.66,13.635,52,7.0015,97
5,23,4,0,1,1,10.66,13.635,60,8.9981,59
6,0,4,0,0,1,10.66,12.88,56,12.998,53
6,1,4,0,0,1,10.66,11.365,52,19.9995,35
6,2,4,0,0,1,9.84,12.12,56,11.0014,46
6,3,4,0,0,1,10.66,12.12,48,16.9979,15
6,4,4,0,0,1,10.66,11.365,48,22.0028,8
6,5,4,0,0,1,9.84,11.365,56,16.9979,2
6,6,4,0,0,1,9.84,10.605,60,22.0028,12
6,7,4,0,0,1,9.84,11.365,60,16.9979,41
6,8,4,0,0,1,10.66,12.12,56,16.9979,92
6,9,4,0,0,1,11.48,12.88,52,19.9995,142
6,10,4,0,0,1,13.12,15.15,45,16.9979,200
6,11,4,0,0,1,14.76,18.94,40,0,233
6,12,4,0,0,1,16.4,20.455,35,19.0012,311
6,13,4,0,0,1,17.22,21.21,30,19.0012,363
6,14,4,0,0,1,17.22,21.21,32,19.9995,349
6,15,4,0,0,1,17.22,21.21,41,12.998,382
6,16,4,0,0,1,17.22,21.21,38,19.9995,287
6,17,4,0,0,1,16.4,20.455,40,12.998,232
6,18,4,0,0,1,15.58,19.695,46,8.9981,208
6,19,4,0,0,2,13.94,16.665,71,8.9981,182
6,20,4,0,0,2,14.76,18.18,57,7.0015,163
6,21,4,0,0,2,14.76,17.425,62,12.998,108
6,22,4,0,0,2,15.58,19.695,62,11.0014,106
6,23,4,0,0,1,15.58,19.695,62,15.0013,93
4,0,4,0,1,1,11.48,12.88,52,22.0028,20
4,1,4,0,1,1,10.66,12.12,60,19.0012,10
4,2,4,0,1,1,10.66,11.365,56,19.9995,9
4,3,4,0,1,1,10.66,12.12,56,16.9979,7
4,4,4,0,1,1,10.66,12.12,56,19.0012,1
4,5,4,0,1,1,10.66,12.12,56,16.9979,24
4,6,4,0,1,1,9.84,10.605,65,19.0012,97
4,7,4,0,1,1,9.84,10.605,65,23.9994,276
4,8,4,0,1,1,10.66,11.365,60,22.0028,477
4,9,4,0,1,1,12.3,13.635,52,22.0028,224
4,10,4,0,1,1,13.12,15.15,53,19.9995,93
4,11,4,0,1,1,13.94,15.91,49,16.9979,102
4,12,4,0,1,1,14.76,17.425,46,15.0013,148
4,13,4,0,1,1,16.4,20.455,40,15.0013,154
4,14,4,0,1,1,16.4,20.455,40,15.0013,150
4,15,4,0,1,1,16.4,20.455,40,15.0013,154
4,16,4,0,1,1,16.4,20.455,40,12.998,201
4,17,4,0,1,1,14.76,17.425,46,8.9981,418
4,18,4,0,1,1,14.76,18.18,43,7.0015,405
4,19,4,0,1,1,13.94,17.425,46,7.0015,228
4,20,4,0,1,1,13.94,17.425,46,7.0015,190
4,21,4,0,1,1,12.3,15.91,61,7.0015,162
4,22,4,0,1,1,12.3,16.665,61,0,104
4,23,4,0,1,1,10.66,14.395,70,6.0032,73
5,0,4,0,1,1,10.66,14.395,70,6.0032,38
5,1,4,0,1,1,9.84,14.395,75,0,15
5,2,4,0,1,1,9.84,14.395,75,0,10
5,3,4,0,1,1,9.02,13.635,80,0,1
5,4,4,0,1,1,9.02,13.635,80,0,3
5,5,4,0,1,1,9.02,12.88,80,6.0032,23
5,6,4,0,1,1,9.02,13.635,80,0,87
5,7,4,0,1,1,9.02,12.88,87,6.0032,205
5,8,4,0,1,1,9.84,14.395,87,0,445
5,9,4,0,1,1,11.48,15.91,81,0,246
5,10,4,0,1,1,12.3,14.395,75,15.0013,105
5,11,4,0,1,1,13.94,16.665,66,11.0014,160
5,12,4,0,1,1,14.76,17.425,57,8.9981,204
5,13,4,0,1,1,16.4,20.455,47,8.9981,207
5,14,4,0,1,1,17.22,21.21,44,7.0015,170
5,15,4,0,1,1,17.22,21.21,41,6.0032,199
5,16,4,0,1,1,17.22,21.21,41,6.0032,276
5,17,4,0,1,1,17.22,21.21,38,0,411
5,18,4,0,1,1,16.4,20.455,50,0,372
5,19,4,0,1,1,13.94,15.91,53,16.9979,265
5,20,4,0,1,1,15.58,19.695,40,19.0012,190
5,21,4,0,1,1,13.94,16.665,49,12.998,111
5,22,4,0,1,1,13.12,15.91,53,12.998,102
5,23,4,0,1,1,13.12,15.15,53,19.0012,95
6,0,4,0,0,1,12.3,14.395,56,16.9979,75
6,1,4,0,0,1,10.66,12.88,65,12.998,71
6,2,4,0,0,1,10.66,12.88,65,11.0014,50
6,3,4,0,0,1,9.84,12.12,70,8.9981,9
6,4,4,0,0,1,9.02,11.365,75,8.9981,8
6,5,4,0,0,1,9.84,12.88,70,6.0032,6
6,6,4,0,0,1,9.84,12.88,65,7.0015,11
6,7,4,0,0,1,9.02,12.88,75,6.0032,26
6,8,4,0,0,1,9.84,12.88,75,6.0032,63
6,9,4,0,0,1,10.66,13.635,70,7.0015,124
6,10,4,0,0,1,13.12,16.665,61,8.9981,195
6,11,4,0,0,1,13.12,16.665,57,6.0032,275
6,12,4,0,0,1,14.76,18.94,50,0,358
6,13,4,0,0,1,14.76,18.18,50,6.0032,292
6,14,4,0,0,1,14.76,18.94,46,0,343
6,15,4,0,0,1,15.58,19.695,46,0,337
6,16,4,0,0,1,15.58,19.695,46,0,305
6,17,4,0,0,1,14.76,18.94,62,0,232
6,18,4,0,0,1,13.94,16.665,53,8.9981,224
6,19,4,0,0,1,12.3,15.91,61,6.0032,175
6,20,4,0,0,1,12.3,15.91,61,6.0032,127
6,21,4,0,0,2,12.3,15.91,61,6.0032,109
6,22,4,0,0,2,13.12,16.665,61,6.0032,114
6,23,4,0,0,1,12.3,15.15,70,8.9981,85
7,0,4,0,0,1,12.3,15.91,70,7.0015,83
7,1,4,0,0,1,12.3,15.91,75,6.0032,74
7,2,4,0,0,1,10.66,15.15,81,0,62
7,3,4,0,0,1,11.48,15.91,75,0,41
7,4,4,0,0,1,10.66,15.15,87,0,11
7,5,4,0,0,1,10.66,15.15,81,0,4
7,6,4,0,0,1,9.84,14.395,93,0,4
7,7,4,0,0,1,10.66,15.15,87,0,26
7,8,4,0,0,1,10.66,15.15,87,0,55
7,9,4,0,0,1,12.3,16.665,81,0,126
7,10,4,0,0,1,13.12,16.665,81,8.9981,216
7,11,4,0,0,1,13.94,16.665,81,11.0014,254
7,12,4,0,0,1,14.76,17.425,81,11.0014,329
7,13,4,0,0,1,16.4,20.455,66,15.0013,357
7,14,4,0,0,1,17.22,21.21,62,8.9981,323
7,15,4,0,0,1,17.22,21.21,62,12.998,296
7,16,4,0,0,1,17.22,21.21,58,15.0013,330
7,17,4,0,0,1,15.58,19.695,76,8.9981,245
7,18,4,0,0,1,15.58,19.695,71,0,171
7,19,4,0,0,1,15.58,19.695,76,0,173
7,20,4,0,0,1,14.76,17.425,76,8.9981,124
7,21,4,0,0,1,14.76,18.18,81,7.0015,72
7,22,4,0,0,1,13.94,17.425,87,7.0015,64
7,23,4,0,0,1,13.94,17.425,87,7.0015,45
1,0,4,0,1,1,13.12,16.665,87,6.0032,24
1,1,4,0,1,1,13.12,17.425,87,0,12
1,2,4,0,1,1,13.12,17.425,87,0,8
1,3,4,0,1,1,13.12,17.425,87,0,2
1,4,4,0,1,1,12.3,15.91,87,7.0015,7
1,5,4,0,1,1,12.3,15.91,87,7.0015,25
1,6,4,0,1,1,12.3,15.91,93,6.0032,90
1,7,4,0,1,1,13.12,17.425,90,0,283
1,8,4,0,1,1,13.12,17.425,93,0,404
1,9,4,0,1,2,14.76,18.18,87,6.0032,190
1,10,4,0,1,2,14.76,18.18,87,6.0032,87
1,11,4,0,1,2,14.76,18.18,87,6.0032,123
1,12,4,0,1,2,16.4,20.455,76,7.0015,154
1,13,4,0,1,2,17.22,21.21,71,6.0032,171
1,14,4,0,1,2,18.86,22.725,67,0,133
1,15,4,0,1,2,18.86,22.725,72,6.0032,148
1,16,4,0,1,1,20.5,24.24,63,6.0032,248
1,17,4,0,1,1,17.22,21.21,77,0,446
1,18,4,0,1,1,18.04,21.97,77,0,399
1,19,4,0,1,2,18.86,22.725,77,0,308
1,20,4,0,1,2,18.86,22.725,82,7.0015,205
1,21,4,0,1,2,18.04,21.97,88,6.0032,176
1,22,4,0,1,2,18.04,21.97,88,8.9981,106
1,23,4,0,1,2,18.86,22.725,88,8.9981,62
2,0,4,0,1,2,20.5,24.24,77,19.9995,28
2,1,4,0,1,2,18.86,22.725,88,19.9995,16
2,2,4,0,1,2,18.86,22.725,87,12.998,3
2,3,4,0,1,2,18.86,22.725,87,12.998,3
2,4,4,0,1,3,18.86,22.725,88,15.0013,7
2,5,4,0,1,3,18.86,22.725,88,15.0013,20
2,6,4,0,1,2,18.04,21.97,94,19.0012,86
2,7,4,0,1,2,18.86,22.725,94,12.998,234
2,8,4,0,1,2,18.86,22.725,94,12.998,414
2,9,4,0,1,2,18.86,22.725,94,15.0013,204
2,10,4,0,1,3,18.86,22.725,94,19.0012,50
2,11,4,0,1,3,18.86,22.725,94,16.9979,32
2,12,4,0,1,3,18.86,22.725,100,15.0013,55
2,13,4,0,1,3,18.86,22.725,100,12.998,71
2,14,4,0,1,3,19.68,23.485,100,15.0013,75
2,15,4,0,1,3,20.5,24.24,100,12.998,45
2,16,4,0,1,3,18.86,22.725,100,16.9979,88
2,17,4,0,1,2,18.86,22.725,100,15.0013,262
2,18,4,0,1,2,18.86,22.725,100,19.0012,304
2,19,4,0,1,3,18.86,22.725,100,19.9995,233
2,20,4,0,1,3,18.86,22.725,100,19.9995,110
2,21,4,0,1,2,18.04,21.97,100,12.998,114
2,22,4,0,1,3,18.86,22.725,100,11.0014,87
2,23,4,0,1,3,18.86,22.725,100,11.0014,53
3,0,4,0,1,1,18.04,21.97,100,12.998,33
3,1,4,0,1,2,18.86,22.725,100,16.9979,13
3,2,4,0,1,3,18.86,22.725,100,15.0013,6
3,3,4,0,1,3,18.86,22.725,100,15.0013,3
3,4,4,0,1,3,18.86,22.725,100,11.0014,1
3,5,4,0,1,3,18.86,22.725,100,11.0014,3
3,6,4,0,1,3,19.68,23.485,100,27.9993,18
3,7,4,0,1,3,18.04,21.97,100,7.0015,46
3,8,4,0,1,3,18.04,21.97,100,0,86
3,9,4,0,1,3,18.04,21.97,100,16.9979,64
3,10,4,0,1,3,18.04,21.97,100,6.0032,33
3,11,4,0,1,3,18.04,21.97,100,6.0032,50
3,12,4,0,1,3,18.04,21.97,100,8.9981,33
3,13,4,0,1,3,18.04,21.97,100,12.998,33
3,14,4,0,1,3,18.04,21.97,100,12.998,25
3,15,4,0,1,3,17.22,21.21,94,15.0013,30
3,16,4,0,1,3,17.22,21.21,94,12.998,31
3,17,4,0,1,3,16.4,20.455,100,22.0028,52
3,18,4,0,1,3,16.4,20.455,94,19.9995,51
3,19,4,0,1,3,13.94,14.395,87,43.0006,33
3,20,4,0,1,3,13.94,14.395,87,43.0006,26
3,21,4,0,1,3,12.3,12.88,87,35.0008,6
3,22,4,0,1,3,9.84,9.85,93,30.0026,13
3,23,4,0,1,1,9.84,10.605,93,26.0027,16
4,0,4,0,1,2,10.66,11.365,87,19.9995,21
4,1,4,0,1,1,10.66,11.365,81,23.9994,7
4,2,4,0,1,1,11.48,13.635,65,15.0013,4
4,3,4,0,1,1,10.66,11.365,60,19.9995,1
4,4,4,0,1,2,9.84,9.85,60,31.0009,2
4,5,4,0,1,1,9.02,10.605,64,15.0013,12
4,6,4,0,1,1,9.02,10.605,55,19.0012,71
4,7,4,0,1,1,9.02,10.605,60,15.0013,244
4,8,4,0,1,1,9.02,10.605,55,19.0012,429
4,9,4,0,1,1,9.84,10.605,52,26.0027,225
4,10,4,0,1,1,10.66,11.365,52,22.0028,110
4,11,4,0,1,1,11.48,13.635,52,16.9979,106
4,12,4,0,1,1,11.48,12.88,52,22.0028,156
4,13,4,0,1,1,12.3,13.635,49,23.9994,124
4,14,4,0,1,1,13.12,15.15,45,16.9979,137
4,15,4,0,1,1,13.12,16.665,45,8.9981,117
4,16,4,0,1,1,13.12,15.91,45,12.998,208
4,17,4,0,1,1,12.3,15.91,49,7.0015,331
4,18,4,0,1,1,11.48,13.635,52,15.0013,318
4,19,4,0,1,1,10.66,13.635,56,7.0015,232
4,20,4,0,1,1,10.66,13.635,60,7.0015,175
4,21,4,0,1,1,11.48,15.15,61,6.0032,139
4,22,4,0,1,1,10.66,13.635,65,8.9981,92
4,23,4,0,1,1,9.84,12.88,70,7.0015,61
5,0,4,0,1,1,9.84,14.395,65,0,34
5,1,4,0,1,1,9.84,14.395,65,0,14
5,2,4,0,1,1,9.84,14.395,70,0,12
5,3,4,0,1,1,9.02,13.635,80,0,6
5,4,4,0,1,1,9.02,13.635,80,0,2
5,5,4,0,1,1,9.02,13.635,80,0,20
5,6,4,0,1,1,9.02,12.88,80,6.0032,63
5,7,4,0,1,1,9.02,12.88,75,6.0032,199
5,8,4,0,1,1,9.84,14.395,81,0,385
5,9,4,0,1,1,10.66,14.395,81,6.0032,264
5,10,4,0,1,2,12.3,15.15,70,11.0014,126
5,11,4,0,1,1,13.12,15.15,70,16.9979,136
5,12,4,0,1,1,14.76,16.665,57,19.9995,173
5,13,4,0,1,1,15.58,19.695,50,12.998,168
5,14,4,0,1,1,15.58,19.695,46,19.0012,187
5,15,4,0,1,1,15.58,19.695,46,19.0012,189
5,16,4,0,1,1,14.76,17.425,62,8.9981,250
5,17,4,0,1,1,13.94,17.425,66,7.0015,362
5,18,4,0,1,1,13.94,18.18,61,0,318
5,19,4,0,1,1,13.94,18.18,61,0,199
5,20,4,0,1,1,12.3,16.665,81,0,150
5,21,4,0,1,1,12.3,16.665,75,0,140
5,22,4,0,1,1,11.48,15.91,87,0,129
5,23,4,0,1,1,11.48,15.91,81,0,94
6,0,4,0,0,2,10.66,13.635,81,7.0015,77
6,1,4,0,0,2,10.66,12.88,70,11.0014,66
6,2,4,0,0,2,11.48,15.15,61,6.0032,60
6,3,4,0,0,2,11.48,15.15,61,6.0032,25
6,4,4,0,0,2,10.66,13.635,65,7.0015,3
6,5,4,0,0,1,10.66,12.88,60,11.0014,6
6,6,4,0,0,1,9.84,12.88,65,7.0015,11
6,7,4,0,0,1,9.84,11.365,65,12.998,11
6,8,4,0,0,1,10.66,13.635,65,8.9981,73
6,9,4,0,0,1,11.48,12.88,61,19.0012,149
6,10,4,0,0,1,13.12,15.15,57,16.9979,192
6,11,4,0,0,1,13.12,14.395,53,27.9993,236
6,12,4,0,0,1,13.12,14.395,45,27.9993,283
6,13,4,0,0,1,13.94,15.15,34,27.9993,286
6,14,4,0,0,1,13.94,15.15,31,22.0028,293
6,15,4,0,0,1,13.94,15.15,34,23.9994,299
6,16,4,0,0,1,13.12,14.395,31,26.0027,241
6,17,4,0,0,1,11.48,12.88,36,22.0028,185
6,18,4,0,0,1,10.66,12.88,38,15.0013,172
6,19,4,0,0,1,10.66,12.12,38,19.0012,154
6,20,4,0,0,1,9.84,11.365,35,15.0013,124
6,21,4,0,0,1,9.02,10.605,44,15.0013,83
6,22,4,0,0,1,9.02,11.365,41,8.9981,95
6,23,4,0,0,1,8.2,10.605,47,11.0014,66
7,0,4,0,0,1,8.2,9.85,51,15.0013,74
7,1,4,0,0,1,6.56,7.575,59,15.0013,62
7,2,4,0,0,1,7.38,8.335,55,16.9979,52
7,3,4,0,0,1,6.56,9.09,59,8.9981,19
7,4,4,0,0,1,6.56,8.335,59,11.0014,5
7,5,4,0,0,1,7.38,10.605,59,7.0015,6
7,6,4,0,0,1,6.56,11.365,59,0,10
7,7,4,0,0,1,7.38,12.12,55,0,31
7,8,4,0,0,1,6.56,11.365,69,0,72
7,9,4,0,0,1,8.2,12.88,59,0,107
7,10,4,0,0,1,9.84,14.395,44,0,194
7,11,4,0,0,1,10.66,15.15,35,0,197
7,12,4,0,0,1,10.66,15.15,35,0,288
7,13,4,0,0,1,12.3,16.665,31,0,268
7,14,4,0,0,1,12.3,16.665,28,0,242
7,15,4,0,0,1,12.3,16.665,26,0,266
7,16,4,0,0,1,12.3,16.665,26,0,206
7,17,4,0,0,1,11.48,15.91,30,0,163
7,18,4,0,0,1,9.84,11.365,48,12.998,163
7,19,4,0,0,1,9.02,11.365,55,12.998,105
7,20,4,0,0,1,9.02,12.12,55,7.0015,72
7,21,4,0,0,1,9.02,13.635,55,0,63
7,22,4,0,0,1,9.02,13.635,55,0,43
7,23,4,0,0,1,8.2,12.88,69,0,35
1,0,4,0,1,1,8.2,11.365,69,6.0032,20
1,1,4,0,1,1,8.2,12.88,69,0,9
1,2,4,0,1,1,8.2,12.88,69,0,4
1,3,4,0,1,1,7.38,12.12,74,0,2
1,4,4,0,1,1,7.38,12.12,74,0,3
1,5,4,0,1,1,6.56,11.365,80,0,21
1,6,4,0,1,1,6.56,9.09,80,7.0015,64
1,7,4,0,1,1,5.74,7.575,86,8.9981,235
1,8,4,0,1,2,6.56,9.09,80,7.0015,385
1,9,4,0,1,2,7.38,10.605,74,6.0032,220
1,10,4,0,1,2,9.02,12.12,69,7.0015,105
1,11,4,0,1,2,10.66,14.395,60,6.0032,115
1,12,4,0,1,1,11.48,14.395,52,7.0015,145
1,13,4,0,1,2,12.3,15.91,52,7.0015,166
1,14,4,0,1,2,13.12,16.665,53,8.9981,111
1,15,4,0,1,2,13.12,16.665,57,7.0015,132
1,16,4,0,1,2,13.12,16.665,57,6.0032,214
1,17,4,0,1,2,12.3,16.665,56,0,359
1,18,4,0,1,1,12.3,15.91,56,6.0032,357
1,19,4,0,1,1,11.48,15.15,61,6.0032,241
1,20,4,0,1,1,12.3,15.91,56,6.0032,165
1,21,4,0,1,1,10.66,15.15,81,0,121
1,22,4,0,1,1,10.66,15.15,70,0,71
1,23,4,0,1,1,9.84,14.395,75,0,45
2,0,4,0,1,1,9.02,13.635,80,0,17
2,1,4,0,1,1,8.2,12.88,80,0,4
2,2,4,0,1,1,8.2,12.88,80,0,2
2,3,4,0,1,1,7.38,12.12,80,0,3
2,4,4,0,1,1,8.2,12.88,80,0,4
2,5,4,0,1,1,7.38,12.12,86,0,20
2,6,4,0,1,1,8.2,12.88,80,0,92
2,7,4,0,1,1,6.56,8.335,80,11.0014,223
2,8,4,0,1,1,8.2,11.365,69,7.0015,400
2,9,4,0,1,1,10.66,12.88,60,11.0014,233
2,10,4,0,1,1,12.3,15.15,52,11.0014,102
2,11,4,0,1,1,13.94,15.91,46,16.9979,124
2,12,4,0,1,1,14.76,16.665,43,23.9994,167
2,13,4,0,1,1,16.4,20.455,37,22.0028,127
2,14,4,0,1,1,16.4,20.455,37,16.9979,134
2,15,4,0,1,1,16.4,20.455,35,16.9979,151
2,16,4,0,1,1,15.58,19.695,37,16.9979,207
2,17,4,0,1,1,14.76,17.425,40,12.998,398
2,18,4,0,1,1,13.94,15.91,42,15.0013,382
2,19,4,0,1,1,13.12,15.91,49,11.0014,267
2,20,4,0,1,1,13.12,15.91,49,11.0014,161
2,21,4,0,1,1,12.3,15.15,52,11.0014,139
2,22,4,0,1,1,12.3,15.15,52,11.0014,107
2,23,4,0,1,1,10.66,15.15,70,0,59
3,0,4,0,1,1,10.66,15.15,75,0,22
3,1,4,0,1,1,10.66,15.15,75,0,8
3,2,4,0,1,1,10.66,15.15,75,0,2
3,3,4,0,1,1,11.48,15.91,65,0,3
3,4,4,0,1,1,10.66,15.15,75,0,4
3,5,4,0,1,2,10.66,15.15,81,0,26
3,6,4,0,1,2,10.66,15.15,87,0,87
3,7,4,0,1,1,11.48,15.91,75,0,247
3,8,4,0,1,2,10.66,15.15,87,0,467
3,9,4,0,1,2,12.3,16.665,61,0,239
3,10,4,0,1,2,13.12,17.425,57,0,142
3,11,4,0,1,2,13.94,18.18,55,0,115
3,12,4,0,1,2,14.76,18.18,57,6.0032,144
3,13,4,0,1,2,14.76,18.18,57,7.0015,133
3,14,4,0,1,2,15.58,19.695,54,6.0032,151
3,15,4,0,1,2,15.58,19.695,54,7.0015,167
3,16,4,0,1,2,15.58,19.695,54,7.0015,245
3,17,4,0,1,2,14.76,18.18,57,7.0015,396
3,18,4,0,1,2,14.76,17.425,62,11.0014,390
3,19,4,0,1,2,14.76,18.18,62,7.0015,268
3,20,4,0,1,2,13.94,17.425,66,7.0015,175
3,21,4,0,1,2,13.94,16.665,66,11.0014,154
3,22,4,0,1,1,13.94,16.665,66,11.0014,104
3,23,4,0,1,1,13.12,15.91,70,11.0014,51
4,0,4,0,1,1,13.12,15.91,70,11.0014,50
4,1,4,0,1,2,13.12,15.91,70,11.0014,20
4,2,4,0,1,2,13.12,16.665,70,8.9981,7
4,3,4,0,1,2,13.12,16.665,70,8.9981,3
4,4,4,0,1,2,13.12,15.15,70,15.0013,6
4,5,4,0,1,2,13.12,15.15,70,19.0012,24
4,6,4,0,1,1,13.12,15.91,66,12.998,92
4,7,4,0,1,1,13.12,15.91,70,12.998,258
4,8,4,0,1,2,13.94,15.91,66,15.0013,457
4,9,4,0,1,2,14.76,16.665,62,19.0012,280
4,10,4,0,1,2,16.4,20.455,58,19.9995,109
4,11,4,0,1,2,16.4,20.455,62,27.9993,135
4,12,4,0,1,2,18.86,22.725,59,32.9975,157
4,13,4,0,1,2,20.5,24.24,55,23.9994,164
4,14,4,0,1,2,21.32,25,52,22.0028,132
4,15,4,0,1,3,21.32,25,55,15.0013,82
4,16,4,0,1,3,18.86,22.725,72,11.0014,131
4,17,4,0,1,2,21.32,25,59,19.0012,324
4,18,4,0,1,2,21.32,25,59,19.9995,377
4,19,4,0,1,2,21.32,25,59,19.0012,287
4,20,4,0,1,1,21.32,25,59,22.0028,221
4,21,4,0,1,1,20.5,24.24,63,19.9995,155
4,22,4,0,1,1,21.32,25,63,22.0028,124
4,23,4,0,1,1,21.32,25,63,22.0028,114
5,0,4,0,1,1,20.5,24.24,72,22.0028,72
5,1,4,0,1,1,20.5,24.24,72,15.0013,31
5,2,4,0,1,1,19.68,23.485,77,7.0015,23
5,3,4,0,1,1,18.86,22.725,82,8.9981,5
5,4,4,0,1,2,20.5,24.24,59,12.998,5
5,5,4,0,1,1,19.68,23.485,44,26.0027,26
5,6,4,0,1,2,18.04,21.97,33,19.9995,82
5,7,4,0,1,2,15.58,19.695,46,19.9995,231
5,8,4,0,1,1,14.76,16.665,46,27.9993,459
5,9,4,0,1,1,14.76,16.665,46,26.0027,243
5,10,4,0,1,1,13.94,15.15,46,19.9995,132
5,11,4,0,1,2,13.94,15.15,42,19.9995,144
5,12,4,0,1,2,13.94,15.15,42,23.9994,173
5,13,4,0,1,2,13.94,15.15,39,23.9994,137
5,14,4,0,1,2,13.94,15.91,42,15.0013,128
5,15,4,0,1,2,13.12,15.15,45,19.9995,153
5,16,4,0,1,2,13.12,15.15,45,15.0013,224
5,17,4,0,1,2,13.12,15.15,45,19.0012,365
5,18,4,0,1,2,13.12,15.15,45,16.9979,295
5,19,4,0,1,2,13.12,15.15,45,15.0013,214
5,20,4,0,1,2,13.12,15.91,45,12.998,152
5,21,4,0,1,2,13.12,15.91,45,11.0014,102
5,22,4,0,1,2,12.3,15.15,49,11.0014,106
5,23,4,0,1,2,12.3,15.15,49,8.9981,75
6,0,4,0,0,1,12.3,14.395,49,19.0012,62
6,1,4,0,0,2,12.3,14.395,52,16.9979,43
6,2,4,0,0,2,11.48,13.635,56,15.0013,58
6,3,4,0,0,1,10.66,12.88,60,12.998,26
6,4,4,0,0,1,9.84,12.12,65,11.0014,9
6,5,4,0,0,2,10.66,12.88,60,12.998,9
6,6,4,0,0,2,10.66,12.12,56,19.0012,17
6,7,4,0,0,2,10.66,12.88,56,15.0013,20
6,8,4,0,0,2,10.66,12.88,56,15.0013,59
6,9,4,0,0,2,10.66,12.12,56,16.9979,100
6,10,4,0,0,2,10.66,12.12,52,19.0012,181
6,11,4,0,0,2,11.48,12.88,45,22.0028,209
6,12,4,0,0,2,11.48,12.88,45,19.0012,244
6,13,4,0,0,2,11.48,13.635,48,16.9979,236
6,14,4,0,0,1,11.48,12.88,45,23.9994,237
6,15,4,0,0,1,11.48,12.88,45,19.0012,228
6,16,4,0,0,1,11.48,13.635,45,15.0013,222
6,17,4,0,0,1,10.66,12.88,48,15.0013,165
6,18,4,0,0,1,10.66,11.365,48,26.0027,157
6,19,4,0,0,3,9.84,10.605,65,22.0028,106
6,20,4,0,0,1,9.02,10.605,69,16.9979,106
6,21,4,0,0,1,8.2,10.605,75,11.0014,96
6,22,4,0,0,1,8.2,10.605,75,11.0014,80
6,23,4,0,0,1,8.2,11.365,75,0,69
7,0,4,0,0,1,8.2,10.605,75,8.9981,71
7,1,4,0,0,1,8.2,11.365,69,7.0015,46
7,2,4,0,0,1,9.02,12.12,55,7.0015,41
7,3,4,0,0,1,9.02,10.605,55,15.0013,18
7,4,4,0,0,1,9.02,10.605,55,15.0013,1
7,5,4,0,0,1,8.2,11.365,59,7.0015,5
7,6,4,0,0,1,8.2,10.605,59,8.9981,3
7,7,4,0,0,1,8.2,10.605,59,11.0014,12
7,8,4,0,0,1,8.2,12.88,69,0,32
7,9,4,0,0,1,9.02,11.365,64,11.0014,81
7,10,4,0,0,1,9.84,11.365,60,16.9979,129
7,11,4,0,0,2,9.84,11.365,60,15.0013,188
7,12,4,0,0,1,10.66,12.88,60,15.0013,228
7,13,4,0,0,1,12.3,13.635,49,19.9995,228
7,14,4,0,0,1,12.3,14.395,49,19.0012,219
7,15,4,0,0,1,13.12,15.15,45,19.0012,207
7,16,4,0,0,1,11.48,13.635,48,16.9979,234
7,17,4,0,0,1,11.48,13.635,46,11.0014,136
7,18,4,0,0,1,11.48,13.635,45,12.998,138
7,19,4,0,0,1,10.66,13.635,52,8.9981,135
7,20,4,0,0,1,9.84,12.88,60,7.0015,104
7,21,4,0,0,1,9.02,13.635,64,0,89
7,22,4,0,0,1,9.02,11.365,75,12.998,49
7,23,4,0,0,1,8.2,11.365,75,7.0015,37
1,0,4,0,1,1,8.2,11.365,75,6.0032,17
1,1,4,0,1,1,7.38,10.605,80,6.0032,11
1,2,4,0,1,1,7.38,10.605,80,6.0032,3
1,3,4,0,1,1,6.56,9.85,86,6.0032,3
1,4,4,0,1,1,6.56,9.09,86,8.9981,4
1,5,4,0,1,1,5.74,8.335,93,7.0015,21
1,6,4,0,1,1,6.56,9.09,86,7.0015,68
1,7,4,0,1,1,7.38,10.605,74,7.0015,191
1,8,4,0,1,1,8.2,9.85,75,12.998,397
1,9,4,0,1,1,9.02,10.605,69,15.0013,183
1,10,4,0,1,1,9.84,11.365,67,12.998,108
1,11,4,0,1,1,10.66,12.12,65,16.9979,127
